schoolname,ncesid,ncesdistid_admin,ncesdistid_geo,census_id,pp_stloc_raw,pp_fed_raw,pp_total_raw,pp_total_norm_NERDS,flag_nerds,flag_f33,schoolstloc_raw,schoolfed_raw,schooltot_raw,distid_stateassigned,schoolid_stateassigned,distname,address,city,state,zip_code,ncesenroll,enroll_raw,enrollmetric_raw,gradespan,level
Marina del Rey Middle,062271003166,0622710,0622710,05501905900000,16210,1118,17328,NRD,false,1,9223490,636142,9859632,19647330000000,19647336058127,Los Angeles Unified,12500 BRADDOCK DR.,LOS ANGELES,CA,90066,569,569,CALPADS Fall 1 Submission enrollment,06-08,3
Mariposa-Nabi Primary Center,062271010876,0622710,0622710,05501905900000,20087,1248,21335,NRD,false,1,2852354,177216,3029570,19647330000000,19647330109256,Los Angeles Unified,987 S. MARIPOSA AVE.,LOS ANGELES,CA,90006,156,142,CALPADS Fall 1 Submission enrollment,KG-02,2
Martha Escutia Primary Center,062271011618,0622710,0622710,05501905900000,13389,1155,14544,16500.44514,false,1,3079470,265650,3345120,19647330000000,19647330109207,Los Angeles Unified,6401 BEAR AVE.,BELL,CA,90201,267,220,CALPADS Fall 1 Submission enrollment,KG-KG,1
Martin Luther King Jr. Elementary,062271003332,0622710,0622710,05501905900000,13979,1487,15466,17422.44514,false,1,5395894,573982,5969876,19647330000000,19647336019061,Los Angeles Unified,3989 S. HOBART BLVD.,LOS ANGELES,CA,90062,427,403,CALPADS Fall 1 Submission enrollment,KG-05,2
Mayall Street Elementary,062271003174,0622710,0622710,05501905900000,14306,1024,15330,17286.44514,false,1,6723820,481280,7205100,19647330000000,19647336018089,Los Angeles Unified,16701 MAYALL ST.,NORTH HILLS,CA,91343,472,472,CALPADS Fall 1 Submission enrollment,KG-05,2
Maywood Academy High,062271010889,0622710,0622710,05501905900000,12176,1506,13682,15638.44514,false,1,14270272,1765032,16035304,19647330000000,19647330109462,Los Angeles Unified,6125 PINE AVE.,MAYWOOD,CA,90270,1225,1225,CALPADS Fall 1 Submission enrollment,09-12,4
Maywood Center for Enriched Studies,062271014102,0622710,0622710,05501905900000,10949,1359,12308,14264.44514,false,1,14835895,1841445,16677340,19647330000000,19647330135855,Los Angeles Unified,5800 KING AVE.,MAYWOOD,CA,90270,1361,1361,CALPADS Fall 1 Submission enrollment,06-12,4
Maywood Elementary,062271010883,0622710,0622710,05501905900000,11545,1385,12930,14886.44514,false,1,5506965,660645,6167610,19647330000000,19647330109363,Los Angeles Unified,5200 CUDAHY AVE.,MAYWOOD,CA,90270,511,487,CALPADS Fall 1 Submission enrollment,KG-05,2
McKinley Avenue Elementary,062271003177,0622710,0622710,05501905900000,10762,1228,11990,13946.44514,false,1,8157596,930824,9088420,19647330000000,19647336018105,Los Angeles Unified,7812 MCKINLEY AVE.,LOS ANGELES,CA,90001,750,726,CALPADS Fall 1 Submission enrollment,KG-06,2
Melvin Avenue Elementary,062271003179,0622710,0622710,05501905900000,13946,1303,15249,17205.44514,false,1,5355264,500352,5855616,19647330000000,19647336018121,Los Angeles Unified,7700 MELVIN AVE.,RESEDA,CA,91335,396,396,CALPADS Fall 1 Submission enrollment,KG-05,2
Menlo Avenue Elementary,062271003180,0622710,0622710,05501905900000,13161,1246,14407,16363.44514,false,1,5948772,563192,6511964,19647330000000,19647336018139,Los Angeles Unified,4156 MENLO AVE.,LOS ANGELES,CA,90037,498,479,CALPADS Fall 1 Submission enrollment,KG-05,2
Mervyn M. Dymally High,062271013079,0622710,0622710,05501905900000,15038,1218,16256,NRD,false,1,11067968,896448,11964416,19647330000000,19647330126573,Los Angeles Unified,8800 S. SAN PEDRO ST.,LOS ANGELES,CA,90003,736,736,CALPADS Fall 1 Submission enrollment,09-12,4
Metropolitan Continuation,062271003181,0622710,0622710,05501905900000,24769,1689,26458,28414.44514,false,1,1461371,99651,1561022,19647330000000,19647331931468,Los Angeles Unified,727 S. WILSON ST.,LOS ANGELES,CA,90021,58,58,CALPADS Fall 1 Submission enrollment,09-12,4
Mid-City's Prescott School of Enriched Sciences,062271002823,0622710,0622710,05501905900000,15805,1329,17134,19090.44514,false,1,3745785,314973,4060758,19647330000000,19647331931070,Los Angeles Unified,3150 W. ADAMS BLVD.,LOS ANGELES,CA,90018,241,241,CALPADS Fall 1 Submission enrollment,01-05,2
Miles Avenue Elementary,062271003185,0622710,0622710,05501905900000,13163,1213,14376,16332.44514,false,1,12294242,1132942,13427184,19647330000000,19647336018170,Los Angeles Unified,6720 MILES AVE.,HUNTINGTON PARK,CA,90255,980,980,CALPADS Fall 1 Submission enrollment,KG-05,2
Mission Continuation,062271003189,0622710,0622710,05501905900000,21417,2029,23446,25402.44514,false,1,1242186,117682,1359868,19647330000000,19647331931484,Los Angeles Unified,11015 O'MELVENY AVE.,SAN FERNANDO,CA,91340,77,77,CALPADS Fall 1 Submission enrollment,09-12,4
Moneta Continuation,062271003190,0622710,0622710,05501905900000,14315,1322,15637,17593.44514,false,1,887530,81964,969494,19647330000000,19647331930486,Los Angeles Unified,17951 S. BUDLONG AVE.,GARDENA,CA,90248,43,43,CALPADS Fall 1 Submission enrollment,09-12,4
Monte Vista Street Elementary,062271003195,0622710,0622710,05501905900000,17546,1285,18831,20787.44514,false,1,4877788,357230,5235018,19647330000000,19647336018212,Los Angeles Unified,5423 MONTE VISTA ST.,LOS ANGELES,CA,90042,336,336,CALPADS Fall 1 Submission enrollment,02-06,2
Morningside Elementary,062271003198,0622710,0622710,05501905900000,11793,1847,13640,15596.44514,false,1,5802156,908724,6710880,19647330000000,19647336018220,Los Angeles Unified,576 N. MACLAY AVE.,SAN FERNANDO,CA,91340,550,526,CALPADS Fall 1 Submission enrollment,KG-05,2
Morris K. Hamasaki Elementary,062271003306,0622710,0622710,05501905900000,12771,1150,13921,15877.44514,false,1,5734179,516350,6250529,19647330000000,19647336018881,Los Angeles Unified,4865 E. FIRST ST.,LOS ANGELES,CA,90022,430,430,CALPADS Fall 1 Submission enrollment,KG-06,2
Mountain View Elementary,062271003199,0622710,0622710,05501905900000,11088,1164,12252,14208.44514,false,1,4790016,502848,5292864,19647330000000,19647336018238,Los Angeles Unified,6410 OLCOTT ST.,TUJUNGA,CA,91042,386,386,CALPADS Fall 1 Submission enrollment,KG-05,2
Mt. Gleason Middle,062271003200,0622710,0622710,05501905900000,12340,1156,13496,15452.44514,false,1,10575380,990692,11566072,19647330000000,19647336058168,Los Angeles Unified,10965 MT. GLEASON AVE.,SUNLAND,CA,91040,828,828,CALPADS Fall 1 Submission enrollment,06-08,3
Mt. Lukens Continuation,062271003201,0622710,0622710,05501905900000,25919,1493,27412,29368.44514,false,1,933084,53748,986832,19647330000000,19647331930791,Los Angeles Unified,7705 SUMMITROSE ST.,TUJUNGA,CA,91042,47,47,CALPADS Fall 1 Submission enrollment,09-12,4
Mt. Washington Elementary,062271003203,0622710,0622710,05501905900000,9816,569,10385,12341.44514,false,1,4466280,258895,4725175,19647330000000,19647336018246,Los Angeles Unified,3981 SAN RAFAEL AVE.,LOS ANGELES,CA,90065,453,453,CALPADS Fall 1 Submission enrollment,KG-06,2
Murchison Street Elementary,062271003207,0622710,0622710,05501905900000,17706,1772,19478,21434.44514,false,1,6409572,641464,7051036,19647330000000,19647336018261,Los Angeles Unified,1501 MURCHISON ST.,LOS ANGELES,CA,90033,435,435,CALPADS Fall 1 Submission enrollment,KG-06,2
Napa Street Elementary,062271003208,0622710,0622710,05501905900000,15677,1405,17082,19038.44514,false,1,6850849,613985,7464834,19647330000000,19647336018279,Los Angeles Unified,19010 NAPA ST.,NORTHRIDGE,CA,91324,478,457,CALPADS Fall 1 Submission enrollment,KG-05,2
Nathaniel Narbonne Senior High,062271003209,0622710,0622710,05501905900000,11868,1312,13180,15136.44514,false,1,25100820,2774880,27875700,19647330000000,19647331936160,Los Angeles Unified,24300 W.ERN AVE.,HARBOR CITY,CA,90710,2176,2176,CALPADS Fall 1 Submission enrollment,09-12,4
Nava College Preparatory Academy,062271013737,0622710,0622710,05501905900000,11921,1234,13155,15111.44514,false,1,8368542,866268,9234810,19647330000000,19647330129585,Los Angeles Unified,1319 E. 41ST ST.,LOS ANGELES,CA,90011,733,733,CALPADS Fall 1 Submission enrollment,09-12,4
Nestle Avenue Charter,062271003210,0622710,0622710,05501905900000,10962,964,11926,13882.44514,false,1,5733126,504172,6237298,19647330000000,19647336018287,Los Angeles Unified,5060 NESTLE AVE.,TARZANA,CA,91356,533,533,CALPADS Fall 1 Submission enrollment,KG-05,2
Nevin Avenue Elementary,062271003212,0622710,0622710,05501905900000,12441,1373,13814,15770.44514,false,1,6954519,767507,7722026,19647330000000,19647336018303,Los Angeles Unified,1569 E. 32ND ST.,LOS ANGELES,CA,90011,616,581,CALPADS Fall 1 Submission enrollment,KG-05,2
New Open World Academy K-12,062271012493,0622710,0622710,05501905900000,10054,1837,11891,13847.44514,false,1,11401236,2083158,13484394,19647330000000,19647330119685,Los Angeles Unified,3201 W. EIGHTH ST.,LOS ANGELES,CA,90010,1109,1109,CALPADS Fall 1 Submission enrollment,KG-12,4
Ninety-Ninth Street Elementary,062271003219,0622710,0622710,05501905900000,12330,1420,13750,15706.44514,false,1,6781500,781000,7562500,19647330000000,19647336018345,Los Angeles Unified,9900 S. WADSWORTH AVE.,LOS ANGELES,CA,90002,570,570,CALPADS Fall 1 Submission enrollment,KG-06,2
Ninety-Second Street Elementary,062271003220,0622710,0622710,05501905900000,10674,1375,12049,14005.44514,false,1,8421786,1084875,9506661,19647330000000,19647336018352,Los Angeles Unified,9211 GRAPE ST.,LOS ANGELES,CA,90002,848,806,CALPADS Fall 1 Submission enrollment,KG-06,2
Nora Sterry Elementary,062271003371,0622710,0622710,05501905900000,13666,1162,14828,16784.44514,false,1,3498496,297472,3795968,19647330000000,19647336018402,Los Angeles Unified,1730 CORINTH AVE.,LOS ANGELES,CA,90025,269,245,CALPADS Fall 1 Submission enrollment,KG-05,2
Normont Elementary,062271003229,0622710,0622710,05501905900000,15527,1242,16769,18725.44514,false,1,4347560,347760,4695320,19647330000000,19647336018428,Los Angeles Unified,1001 W. 253RD ST.,HARBOR CITY,CA,90710,317,317,CALPADS Fall 1 Submission enrollment,KG-05,2
Norwood Street Elementary,062271003232,0622710,0622710,05501905900000,13135,1406,14541,16497.44514,false,1,5490430,587708,6078138,19647330000000,19647336018436,Los Angeles Unified,2020 OAK ST.,LOS ANGELES,CA,90007,469,450,CALPADS Fall 1 Submission enrollment,KG-05,2
Nueva Vista Elementary,062271010243,0622710,0622710,05501905900000,11374,1399,12773,14729.44514,false,1,9611030,1182155,10793185,19647330000000,19647336110274,Los Angeles Unified,4412 RANDOLPH ST.,BELL,CA,90201,953,929,CALPADS Fall 1 Submission enrollment,KG-06,2
Olympic Primary Center,062271010872,0622710,0622710,05501905900000,20622,1146,21768,23724.44514,true,1,2639616,146688,2786304,19647330000000,19647330109181,Los Angeles Unified,950 S. ALBANY ST.,LOS ANGELES,CA,90015,164,121,CALPADS Fall 1 Submission enrollment,KG-KG,1
One Hundred Eighty-Sixth Street Elementary,062271003238,0622710,0622710,05501905900000,12322,1100,13422,15378.44514,false,1,8884162,793100,9677262,19647330000000,19647336018477,Los Angeles Unified,1581 W. 186TH ST.,GARDENA,CA,90248,767,741,CALPADS Fall 1 Submission enrollment,KG-05,2
One Hundred Seventh Street Elementary,062271003246,0622710,0622710,05501905900000,12309,1248,13557,15513.44514,false,1,10610358,1075776,11686134,19647330000000,19647336018535,Los Angeles Unified,147 E. 107TH ST.,LOS ANGELES,CA,90003,896,872,CALPADS Fall 1 Submission enrollment,KG-05,2
Overland Avenue Elementary,062271003256,0622710,0622710,05501905900000,11603,563,12166,14122.44514,false,1,5604249,271929,5876178,19647330000000,19647336018618,Los Angeles Unified,10650 ASHBY AVE.,LOS ANGELES,CA,90064,494,494,CALPADS Fall 1 Submission enrollment,KG-05,2
Owensmouth Continuation,062271003257,0622710,0622710,05501905900000,14947,2261,17208,19164.44514,false,1,1464806,221578,1686384,19647330000000,19647331931500,Los Angeles Unified,6921 JORDAN AVE.,CANOGA PARK,CA,91303,106,106,CALPADS Fall 1 Submission enrollment,09-12,4
Pacific Boulevard,062271010880,0622710,0622710,05501905900000,25751,1299,27050,29006.44514,false,1,11613701,585849,12199550,19647330000000,19647330109322,Los Angeles Unified,2660 E. 57TH ST.,HUNTINGTON PARK,CA,90255,505,484,CALPADS Fall 1 Submission enrollment,KG-05,2
Palisades Charter Elementary,062271003260,0622710,0622710,05501905900000,11334,542,11876,13832.44514,false,1,5644332,269916,5914248,19647330000000,19647336018634,Los Angeles Unified,800 VIA DE LA PAZ,PACIFIC PALISADES,CA,90272,500,500,CALPADS Fall 1 Submission enrollment,KG-05,2
Palms Middle,062271003267,0622710,0622710,05501905900000,10999,927,11926,13882.44514,false,1,14485683,1220859,15706542,19647330000000,19647336058226,Los Angeles Unified,10860 WOODBINE ST.,LOS ANGELES,CA,90034,1256,1256,CALPADS Fall 1 Submission enrollment,06-08,3
Park Western Place Elementary,062271003270,0622710,0622710,05501905900000,12473,839,13312,15268.44514,false,1,8119923,546189,8666112,19647330000000,19647336018675,Los Angeles Unified,1214 PARK W.ERN PL.,SAN PEDRO,CA,90732,698,698,CALPADS Fall 1 Submission enrollment,KG-05,2
Parmelee Avenue Elementary,062271003272,0622710,0622710,05501905900000,11443,1339,12782,14738.44514,false,1,9039970,1057810,10097780,19647330000000,19647336018683,Los Angeles Unified,1338 E. 76TH PL.,LOS ANGELES,CA,90001,849,825,CALPADS Fall 1 Submission enrollment,KG-06,2
Performing Arts Community at Diego Rivera Learning Complex,062271012885,0622710,0622710,05501905900000,10751,1202,11953,13909.44514,false,1,5977556,668312,6645868,19647330000000,19647330124511,Los Angeles Unified,6100 S. CENTRAL AVE.,LOS ANGELES,CA,90001,522,522,CALPADS Fall 1 Submission enrollment,09-12,4
Pinewood Avenue Elementary,062271003280,0622710,0622710,05501905900000,20383,1388,21771,23727.44514,false,1,3852387,262332,4114719,19647330000000,19647336018717,Los Angeles Unified,10111 SILVERTON AVE.,TUJUNGA,CA,91042,211,211,CALPADS Fall 1 Submission enrollment,KG-05,2
Playa Vista Elementary,062271013195,0622710,0622710,05501905900000,10135,572,10707,12663.44514,false,1,5928975,334620,6263595,19647330000000,19647330126383,Los Angeles Unified,13150 W. BLUFF CREEK DR.,PLAYA VISTA,CA,90094,594,594,CALPADS Fall 1 Submission enrollment,KG-06,2
Plummer Elementary,062271003284,0622710,0622710,05501905900000,11681,1257,12938,14894.44514,false,1,9122861,981717,10104578,19647330000000,19647336018758,Los Angeles Unified,9340 NOBLE AVE.,NORTH HILLS,CA,91343,838,813,CALPADS Fall 1 Submission enrollment,KG-06,2
Pomelo Community Charter,062271003286,0622710,0622710,05501905900000,11323,573,11896,13852.44514,false,1,6873061,347811,7220872,19647330000000,19647336018774,Los Angeles Unified,7633 MARCH AVE.,WEST HILLS,CA,91304,607,607,CALPADS Fall 1 Submission enrollment,KG-05,2
Porter Ranch Community,062271013175,0622710,0622710,05501905900000,9751,549,10300,12256.44514,false,1,12061987,679113,12741100,19647330000000,19647330126607,Los Angeles Unified,12450 MASON AVE.,PORTER RANCH,CA,91326,1176,1176,CALPADS Fall 1 Submission enrollment,KG-08,3
President Avenue Elementary,062271003291,0622710,0622710,05501905900000,17025,1258,18283,20239.44514,false,1,7014300,518296,7532596,19647330000000,19647336018790,Los Angeles Unified,1465 W. 243RD ST.,HARBOR CITY,CA,90710,416,399,CALPADS Fall 1 Submission enrollment,KG-06,2
Primary Academy for Success,062271008029,0622710,0622710,05501905900000,13612,1441,15053,17009.44514,false,1,3294104,348722,3642826,19647330000000,19647336116842,Los Angeles Unified,9075 WILLIS AVE.,PANORAMA CITY,CA,91402,296,272,CALPADS Fall 1 Submission enrollment,KG-02,2
Purche Avenue Elementary,062271003293,0622710,0622710,05501905900000,13131,1241,14372,16328.44514,false,1,5882688,555968,6438656,19647330000000,19647336018808,Los Angeles Unified,13210 PURCHE AVE.,GARDENA,CA,90249,467,449,CALPADS Fall 1 Submission enrollment,KG-05,2
Queen Anne Place Elementary,062271003294,0622710,0622710,05501905900000,11529,1083,12612,14568.44514,false,1,4450194,418038,4868232,19647330000000,19647336018816,Los Angeles Unified,1212 QUEEN ANNE PL.,LOS ANGELES,CA,90019,412,380,CALPADS Fall 1 Submission enrollment,KG-05,2
Ramona Elementary,062271003295,0622710,0622710,05501905900000,14711,1859,16570,18526.44514,false,1,6163909,778921,6942830,19647330000000,19647336018824,Los Angeles Unified,1133 N. MARIPOSA AVE.,LOS ANGELES,CA,90029,500,479,CALPADS Fall 1 Submission enrollment,KG-06,2
Rancho Dominguez Preparatory,062271012898,0622710,0622710,05501905900000,14651,1686,16337,18293.44514,false,1,11383827,1310022,12693849,19647330000000,19647330124529,Los Angeles Unified,4110 SANTA FE AVE.,LONG BEACH,CA,90810,813,813,CALPADS Fall 1 Submission enrollment,06-12,4
Raymond Avenue Elementary,062271003298,0622710,0622710,05501905900000,12061,1259,13320,15276.44514,false,1,6090805,635795,6726600,19647330000000,19647336018840,Los Angeles Unified,7511 RAYMOND AVE.,LOS ANGELES,CA,90044,540,516,CALPADS Fall 1 Submission enrollment,KG-05,2
Reseda Elementary,062271003300,0622710,0622710,05501905900000,12809,1361,14170,16126.44514,false,1,5136409,545761,5682170,19647330000000,19647336018857,Los Angeles Unified,7265 AMIGO AVE.,RESEDA,CA,91335,392,392,CALPADS Fall 1 Submission enrollment,KG-05,2
Ricardo Lizarraga Elementary,062271010881,0622710,0622710,05501905900000,12618,1306,13924,15880.44514,false,1,7103934,735278,7839212,19647330000000,19647330109330,Los Angeles Unified,401 E. 40TH PL.,LOS ANGELES,CA,90011,618,596,CALPADS Fall 1 Submission enrollment,KG-05,2
Richard A. Alonzo Community Day,062271010842,0622710,0622710,05501905900000,17785,2556,20341,22297.44514,false,1,1636220,235152,1871372,19647330000000,19647330102764,Los Angeles Unified,5755 FOUNTAIN AVE.,LOS ANGELES,CA,90028,94,94,CALPADS Fall 1 Submission enrollment,07-12,4
Richard E. Byrd Middle,062271002878,0622710,0622710,05501905900000,12353,1431,13784,15740.44514,false,1,17047140,1974780,19021920,19647330000000,19647336057905,Los Angeles Unified,8501 ARLETA AVE.,SUN VALLEY,CA,91352,1396,1396,CALPADS Fall 1 Submission enrollment,06-08,3
Richard Henry Dana Middle,062271002947,0622710,0622710,05501905900000,10852,1177,12029,13985.44514,false,1,17222124,1867899,19090023,19647330000000,19647336057954,Los Angeles Unified,1501 S. CABRILLO AVE.,SAN PEDRO,CA,90731,1607,1607,CALPADS Fall 1 Submission enrollment,06-08,3
Riverside Drive Charter,062271003311,0622710,0622710,05501905900000,12395,623,13018,14974.44514,false,1,6321450,317730,6639180,19647330000000,19647336018923,Los Angeles Unified,13061 RIVERSIDE DR.,SHERMAN OAKS,CA,91423,574,574,CALPADS Fall 1 Submission enrollment,KG-05,2
Robert E. Peary Middle,062271003277,0622710,0622710,05501905900000,13335,1394,14729,16685.44514,false,1,16268700,1700680,17969380,19647330000000,19647336061576,Los Angeles Unified,1415 W. GARDENA BLVD.,GARDENA,CA,90247,1255,1255,CALPADS Fall 1 Submission enrollment,06-08,3
Robert F. Kennedy Elementary,062271003112,0622710,0622710,05501905900000,17472,1414,18886,20842.44514,false,1,3861312,312494,4173806,19647330000000,19647336071443,Los Angeles Unified,4010 E. RAMBOZ DR.,LOS ANGELES,CA,90063,242,233,CALPADS Fall 1 Submission enrollment,KG-06,2
Robert Frost Middle,062271003027,0622710,0622710,05501905900000,10727,897,11624,13580.44514,false,1,16905752,1413672,18319424,19647330000000,19647336058275,Los Angeles Unified,12314 BRADFORD PL.,GRANADA HILLS,CA,91344,1594,1594,CALPADS Fall 1 Submission enrollment,06-08,3
Robert Hill Lane Elementary,062271003122,0622710,0622710,05501905900000,15720,1411,17131,19087.44514,false,1,5423400,486795,5910195,19647330000000,19647336018931,Los Angeles Unified,1500 AVENIDA CESAR CHAVEZ,MONTEREY PARK,CA,91754,381,359,CALPADS Fall 1 Submission enrollment,KG-06,2
